"Gold",36.16778,"Nashville TN Texas",-86.77836,"Loretta Lynn",195.3171,-13.141,93.312,"I Can't Feel You Anymore",1994,"3",1.0,"Gold","country | american | folk"
"Sacred Cow",,,,"Geggy Tah",165.40689,-12.987,147.508,"Gina",1996,"0",1.0,"Sacred Cow",
"Mista",,,,"Mista",253.41342,-6.033,90.882,"I'll Sweat You (LP Version)",,"10",0.0,"Mista",
"Sedona Suite",,,,"Tom Barabas",743.36608,-16.389,134.491,"Sedona Suite (Sunrise/Prayer/Joy/Sunset)",1992,"9",0.0,"Sedona Suite",
"Stings of Conscience",,,,"Unearth",222.27546,-6.338,160.783,"Fuel the Fire",2001,"11",0.0,"Stings of Conscience",
"Ritual-Live",-14.24292,"Brazil",-54.38783,"Shaman",404.06159,-4.462,120.25,"For Tomorrow (live)",,"2",0.0,"Ritual-Live",
"Dream Show The Music 1",,,,"Amalia Avgoustaki",182.17751,-5.065,120.103,"Dimitroula",,"6",0.0,"Dream Show The Music 1",
"Tha Remixes Vol. 11",,,,"DJ Nasty",236.56444,-4.68,106.659,"Buy You A Drink",,"6",1.0,"Tha Remixes Vol. 11",
"Joyful Rebellion",,,,"K-OS",80.53506,-6.855,104.783,"Clap Ur Handz",2004,"5",1.0,"Joyful Rebellion","hip-hop | canadian hip-hop | alternative rap | canada | canadian | singer | rapper | hip hop | producer"
"Ah...c'qu'on est cons ! - EP",,,,"Dine et Déon",113.57995,-6.828,110.5,"Géraldine",,"8",1.0,"Ah...c'qu'on est cons ! - EP",
"The Anthology",,"San Francisco CA",,"Santana",246.7522,-6.873,79.428,"With A Little Help From My Friends",,"2",0.0,"The Anthology",
"Jamaica Farewell",40.71455,"New York NY",-74.00712,"Martin Denny",175.75138,-17.114,85.765,"Burma Train Change",,"6",0.0,"Jamaica Farewell","american"
"A La Naturaleza",32.22155,"Tucson Arizona",-110.96975,"Ray Sandoval",377.70404,-16.427,124.186,"A La Naturaleza",,"4",1.0,"A La Naturaleza",
"Gal Sun Ja",,,,"Malkit Singh",337.60608,-13.891,127.582,"Mana Laina Chahida",,"6",0.0,"Gal Sun Ja","bhangra | punjabi"
"Hung Like A Fly",,,,"Marga Gomez",95.73832,-14.218,78.139,"Hot Dental Supplies",,"0",1.0,"Hung Like A Fly",
"Directo en tus manos",,,,"Carlos Baute",211.46077,-4.392,109.982,"Angelito (Directo 09)",,"9",1.0,"Directo en tus manos","carlos baute colgando en tus manos nada se compara a ti"
"Encore",,"St. Joseph MO",,"Eminem",171.72853,-5.92,86.007,"Ricky Ticky Toc",2004,"0",1.0,"Encore","hip-hop | detroit hip-hop | american | pop and chart | us | hiphop | 8 mile | midwest hip-hop | hip hop"
"All By Myself",,,,"Rikk Agnew",269.40036,-7.594,154.286,"Everyday",1982,"7",1.0,"All By Myself","punk | guitar | california | usa | classical"
"Here At The Mayflower",,"Brooklyn NY",,"Barry Manilow",235.96363,-3.723,98.001,"Come Monday",,"7",1.0,"Here At The Mayflower","soft rock | popular | rock | american | easy listening soundtracks and musicals"
"The Projected Passion Revue",52.47859,"Birmingham England",-1.9086,"Dexys Midnight Runners",434.88608,-8.844,84.437,"Until I Believe In My Soul",1982,"7",1.0,"The Projected Passion Revue","uk | british | english | classic pop and rock"
"Pieni Maailma",51.26143,"Basingstoke",-1.09712,"Mandi",200.59383,-6.572,113.063,"Pieni Maailma",1998,"7",1.0,"Pieni Maailma",
"Irreversíveis",,,,"Irreversíveis",254.82404,-7.632,104.02,"Os Dois Irreversíveis",,"11",0.0,"Irreversíveis",
"Jazz From A To B",-23.56287,"Sao Paulo Brazil",-46.65466,"Laurindo Almeida",201.03791,-19.87,128.664,"Pega Joso",,"0",1.0,"Jazz From A To B",
"Sometimes You Can't Make It On Your Own",,"Dublin Ireland",,"U2",451.44771,-4.833,130.013,"Vertigo",2004,"11",0.0,"Sometimes You Can't Make It On Your Own","irish | rock | ireland | irlandais | classic pop and rock | éire | irlande"
"You Win  Again",33.74831,"Atlanta GA",-84.39111,"Roy Drusky",138.84036,-17.772,103.053,"Country Rose",,"0",1.0,"You Win  Again",
"Hang On To Your Resistance (The Early Years)",56.85147,"Lynn Lake Manitoba Canada",-101.04893,"Tom Cochrane",227.60444,-12.172,137.149,"What's In You?",,"4",1.0,"Hang On To Your Resistance (The Early Years)","country | rock | canadian"
"Look At  You Now",40.85251,"Long Island NY",-73.13585,"PMD",214.02077,-10.69,115.949,"The Awakening (Clean)",,"11",0.0,"Look At  You Now",
"20 Melodies pour rever_ Volume 3",,,,"Alain Morisod",245.44608,-9.472,117.993,"Besame Mucho",,"7",0.0,"20 Melodies pour rever_ Volume 3",
"Clear",33.98163,"Riverside CA",-117.37388,"The Color Red",216.05832,-4.773,157.001,"Cleansing",,"6",1.0,"Clear",
"Future Shock",41.88415,"Chicago IL",-87.63241,"Curtis Mayfield",225.67138,-15.314,94.672,"This Year (ReMastered)",2006,"2",1.0,"Future Shock","funk | rnb | american | soul | soul and reggae"
"Synthesizer",,"Minneapolis MN",,"Information Society",233.42975,-6.209,220.031,"More to This",2007,"10",0.0,"Synthesizer","electronic | american | techno | freestyle | synthpop"
"Bobby's Girl - The Complete Seville Recordings",40.65507,"Brooklyn NY",-73.94888,"Marcie Blane",138.29179,-8.882,103.189,"Ragtime Sound",,"3",1.0,"Bobby's Girl - The Complete Seville Recordings",
"FANtastic Christmas",,,,"Gold City",173.66159,-10.786,145.16,"It Came Upon The Midnight Clear",1994,"10",1.0,"FANtastic Christmas",
"The North Side Benches",45.4215,"Ottawa ON Canada",-75.69189,"Jim Bryson",232.80281,-7.716,98.623,"Somewhere Else",,"7",1.0,"The North Side Benches",
"Foo Fighters",,"Seattle WA",,"Foo Fighters",253.49179,-7.986,101.544,"X-Static",1995,"10",0.0,"Foo Fighters","rock | post-grunge | american | alternative rock | hard rock | rock and indie"
"Top Ranking Reggae - Bob Marley - Soul Almighty",,,,"Bob Marley",177.71057,-15.015,180.876,"Memphis",1999,"1",1.0,"Top Ranking Reggae - Bob Marley - Soul Almighty","reggae | jamaican | soul and reggae | bob-marley"
"De beste liedjes",,,,"Crazy Horse",191.65995,-10.247,106.854,"E se tu lontana sei",2006,"2",0.0,"De beste liedjes",
"His Majesty Is Coming",,,,"The In Crowd / Jah Stitch",476.9171,-6.826,132.337,"Baby My Love",,"7",1.0,"His Majesty Is Coming",
"Hoy Es Hoy",,,,"Memphis La Blusera",243.46077,-6.574,108.009,"Hoy Es Hoy",,"6",1.0,"Hoy Es Hoy",
"Things That Last Forever",,,,"Brian Free & Assurance",243.80036,-12.347,101.913,"Emmaus",,"11",1.0,"Things That Last Forever",
"The Master Plan",,"Toronto Ontario Canada",,"Dream Warriors",262.19057,-6.453,144.067,"Sound Clash",1996,"3",0.0,"The Master Plan","rock and indie | hip hop"
"EMI Comedy - Groucho Marx",26.12367,"FORT LAUDERDALE Flevoland",-80.14356,"Groucho Marx",586.70975,-13.818,75.22,"Selling Jolson A Baseball Team",,"1",1.0,"EMI Comedy - Groucho Marx",
"Skeeter Davis: RCA Country Legend",38.68193,"Dry Ridge KY",-84.59431,"Skeeter Davis",168.48934,-10.38,89.219,"He Says The Same Things To Me",,"4",1.0,"Skeeter Davis: RCA Country Legend",
"Mamborama",,"New York NY",,"Tito Puente",178.46812,-13.805,179.587,"Mambo Suavecito",1993,"11",0.0,"Mamborama","jazz | latin"
"2 Em 1",,,,"Alceu Valença",205.87057,-9.813,144.162,"Sete Desejos",1992,"2",1.0,"2 Em 1",
"The End Of The World",38.68193,"Dry Ridge KY",-84.59431,"Skeeter Davis",160.7571,-13.321,148.653,"Foggy Mountain Top",1963,"2",1.0,"The End Of The World",
"How To Save A Life",39.74001,"Denver CO",-104.99226,"The Fray",231.07873,-8.096,124.534,"Vienna",2002,"5",0.0,"How To Save A Life","pop and chart"
"Las Mejores Gaitas Vol.3",,,,"Gaiteros de Pillopo",251.08853,-8.173,179.665,"El Barbero",,"9",1.0,"Las Mejores Gaitas Vol.3",
"Doe Or Die",,"Oakland CA",,"A.Z.",203.10159,-12.042,88.064,"We Can't Win (Explicit)",1995,"11",1.0,"Doe Or Die",
"Orphan",,,,"Darwin's Waiting Room",197.51138,-5.173,101.923,"Feel So Stupid (Table 9)",2001,"6",1.0,"Orphan",
"La Vie D'Ici Bas",,,,"André Minvielle",295.96689,-7.632,125.47,"Les Chaudrons",2007,"7",1.0,"La Vie D'Ici Bas",
"Bestival presents Sunday Best Vol 2",51.50632,"London England",-0.12714,"Dub Pistols feat. Lindy Layton & Rodney P",333.21751,-6.883,130.016,"I'm In Love",,"0",1.0,"Bestival presents Sunday Best Vol 2","dance and electronica"
"J. Strauss: Die Fledermaus",,"Salzburg Austria",,"Herbert Von Karajan",238.10567,-20.18,103.929,"Die Fledermaus - Operette in drei Akten/Silvester-Einlagen/Dein ist mein ganzes Herz (aus Das Land des Lächelns)",,"1",1.0,"J. Strauss: Die Fledermaus","karajan | german"
"International",,,,"Hassan Annouri feat. Cassandra Steen",270.73261,-5.106,150.063,"Wahrheit",,"7",0.0,"International",
"Trumpet Evolution",22.81751,"Artemisa Cuba",-82.7603,"Arturo Sandoval",266.60526,-14.818,61.018,"My Funny Valentine",2003,"0",0.0,"Trumpet Evolution",
"The Late_ Late Show",,,,"Wednesday 13's Frankenstein Drag Queens From Planet 13",131.81342,-3.525,93.021,"Hit And Rape (Album Version)",,"7",1.0,"The Late_ Late Show",
"High Time",42.25147,"Lincoln Park MI",-83.18186,"MC5",307.722,-8.392,75.706,"Miss X (LP Version)",1971,"0",1.0,"High Time","rock and indie | lincoln park | rock | usa | michigan"
"This Is My Country",,"United States",,"The Impressions",168.01914,-11.803,103.088,"This Is My Country",1968,"6",1.0,"This Is My Country","rock and indie"
"Piédenés",,,,"Les Malpolis",246.69995,-9.76,172.061,"Les Amours de Nathalie",1998,"7",1.0,"Piédenés","french | toulouse"
"Grandes Éxitos: Los Chunguitos",,,,"Los Chunguitos",164.12689,-8.07,158.479,"Por La Calle Abajo",2000,"10",0.0,"Grandes Éxitos: Los Chunguitos",
"A-sides_ B-sides and Rarities",,,,"Fun Lovin' Criminals",235.36281,-12.767,91.859,"We Have All The Time In The World (Live)",,"9",1.0,"A-sides_ B-sides and Rarities","rock and indie"
"Tarde O Temprano",,,,"Tommy Torres",222.92853,-7.123,158.007,"Imparable",,"11",1.0,"Tarde O Temprano",
"Washboard Sam Vol. 3 (1938)",36.068,"Walnut Ridge AR",-90.9564,"Washboard Sam",166.19057,-15.571,158.455,"Bucket's Got A Hole In It",,"9",0.0,"Washboard Sam Vol. 3 (1938)",
"Christmasing",,"DURHAM North Carolina",,"Shirley Caesar",176.37832,-8.686,119.711,"Angels We Have Heard On High (Album Version)",,"9",1.0,"Christmasing",
"Say How I Feel",7.95501,"Ghana",-1.03182,"Rhian Benson",207.46404,-4.573,117.973,"Say How I Feel",2004,"3",1.0,"Say How I Feel",
"Essential Bessie Smith Vol 1",35.04644,"Chattanooga TN",-85.30946,"Bessie Smith",192.44363,-27.858,79.912,"Cold In Hands Blues",,"7",0.0,"Essential Bessie Smith Vol 1",
"Tammy Wynette - Live at the Rodeo!",34.27611,"Itawamba County MS",-88.35068,"Tammy Wynette",84.16608,-11.433,155.05,"Welcome To My World (Live)",,"3",1.0,"Tammy Wynette - Live at the Rodeo!","country"
"Rescue Dawn",,,,"Klaus Badelt",116.1922,-27.369,56.306,"After The Fire",2007,"7",0.0,"Rescue Dawn","german | soundtrack | german composer | european | composer | film composer"
"Big Joe Rides Again",32.58507,"Mississippi",-89.87374,"Joe Turner",233.92608,-13.984,88.109,"Here Comes Your Iceman (LP Version)",,"10",1.0,"Big Joe Rides Again",
"Chris Farlowe Selected Hits",,"Essex England",,"Chris Farlowe",192.26077,-13.626,160.663,"I Just Need Your Lovin' - Original",,"0",1.0,"Chris Farlowe Selected Hits","uk | british | english | classic pop and rock"
"Classics Live",,"Boston MA",,"Aerosmith",425.03791,-10.943,108.662,"Lord Of The Thighs",1974,"5",1.0,"Classics Live","heavy metal | hard rock | rock | metal | american | blues rock | classic pop and rock"
"Communication",,,,"DeGarmo & Key",171.75465,-11.528,82.604,"He Has Risen (Communication Album Version)",,"2",1.0,"Communication","christian rock"
"Black Satin Vol1",50.91552,"Battle Sussex England",0.48883,"Frank Chacksfield",151.19628,-16.538,116.716,"Heidi",,"5",1.0,"Black Satin Vol1","production music"
"Let The Wind Blow High",,,,"Enter the Haggis",399.882,-10.648,85.399,"Skyswimmer",1999,"3",1.0,"Let The Wind Blow High","folk"
"Uni5: The World's Enemy",,"Cleveland OH",,"Bone Thugs-N-Harmony",34.42893,-12.088,86.056,"Fearless [Interlude] (Explicit Album Version)",,"8",1.0,"Uni5: The World's Enemy",
"Good Morning Judge",,"Greenwood MS",,"Furry Lewis",234.78812,-8.032,146.569,"Old Hobo",2003,"10",0.0,"Good Morning Judge",
"The Best Of David Bowie 1969-74",51.50632,"London UK",-0.12714,"David Bowie",313.70404,-12.679,137.068,"Space Oddity (1997 Digital Remaster)",,"0",1.0,"The Best Of David Bowie 1969-74","british | uk | rock | experimental | glam rock | english | classic pop and rock | post-disco | britannique | soul | blue-eyed soul | pop | art rock"
"5:55",,,,"Charlotte Gainsbourg",189.70077,-12.1,119.683,"Tel Que Tu Es",2006,"6",1.0,"5:55","french | british | english"
"Treat Me Bad EP",62.19845,"Sweden",17.55142,"Agnes",371.06893,-11.338,122.965,"Non Conformist Acclaimed",,"6",1.0,"Treat Me Bad EP",
"Party Fiesta_ Vol. 7",,,,"The Party Group",190.04036,-21.761,122.91,"El Ventilador",,"6",0.0,"Party Fiesta_ Vol. 7",
"The Sky Moves Sideways (Special Edition)",,,,"Porcupine Tree",978.442,-11.524,134.075,"Moon Loop (Improvisation)",,"9",0.0,"The Sky Moves Sideways (Special Edition)","progressive rock | british | progressive metal | metal | uk | psychedelic rock | english | classic pop and rock | folk | new prog | rock"
"Con Los Pies En La Tierra",,"Cádiz",,"Andy & Lucas",234.63138,-5.343,147.886,"Amores Cobardes",2008,"9",1.0,"Con Los Pies En La Tierra",
"The Best of Bobbie Gentry: The Capitol Years",33.90698,"Chickasaw County MS",-88.95535,"Glen Campbell And Bobbie Gentry",183.11791,-13.881,101.577,"Mornin' Glory",1968,"7",1.0,"The Best of Bobbie Gentry: The Capitol Years","classic pop and rock"
"The Best Of Kenny Rogers",,"Houston TX",,"Kenny Rogers",188.96934,-12.193,174.785,"The Son Of Hickory Holler's Tramp",1977,"0",1.0,"The Best Of Kenny Rogers","country | american | pop"
"Idem",,,,"Móveis Coloniais de Acaju",320.05179,-5.647,173.652,"Perca peso",2005,"2",1.0,"Idem",
"The Open Mind Of John D. Loudermilk",35.99527,"Durham NC",-78.89601,"John D. Loudermilk",252.682,-12.239,112.781,"Brown Girl",,"5",1.0,"The Open Mind Of John D. Loudermilk",
"Tesoros De Colección",,,,"Jay Pérez",204.66893,-7.787,189.758,"Ojitos Dormilones",,"8",1.0,"Tesoros De Colección",
"Real Talk",,"LOWELL",,"Dave Hollister",209.55383,-8.43,166.026,"Bad When U Broke",,"11",0.0,"Real Talk",
"Pídemelo Todo",,,,"Pablo Montero",189.57016,-8.888,98.063,"La Copa Grande",,"0",1.0,"Pídemelo Todo",
"Summer of a Thousand Years",,"New Brunswick NJ",,"The Grip Weeds",314.14812,-5.853,130.459,"Changed",,"10",1.0,"Summer of a Thousand Years",
"Tonic",,,,"Tonic",184.68526,-4.768,156.028,"Where Do I Fit",,"2",1.0,"Tonic",
"Guerreros De La Luz",,,,"Gran Coquivacoa",270.70649,-5.698,113.569,"Son Sabroso",,"7",0.0,"Guerreros De La Luz",
"The Resistance",54.31407,"UK",-2.23001,"Muse",258.42893,-8.895,121.071,"Exogenesis: Symphony Part 1 [Overture]",,"5",1.0,"The Resistance",
"The Mix (2009 Digital Remaster)",,"D�orf Germany",,"Kraftwerk",399.33342,-9.219,127.984,"Computer Love (2009 Digital Remaster)",,"8",1.0,"The Mix (2009 Digital Remaster)","german | electronic | synthpop | krautrock | classic pop and rock | electro | european | düsseldorf | techno | rock | industrial"
"Voice From Home",,,,"FFH",264.07138,-5.202,162.002,"Great Big Problem",2005,"2",1.0,"Voice From Home",
"Strictly The Best Vol. 18",,,,"Singing Melody",214.90893,-10.846,88.897,"Someone To Hold",,"9",1.0,"Strictly The Best Vol. 18",
"Das Telefon Sagt Du",,,,"Andreas Dorau",231.10485,-10.201,124.976,"Das Telefon sagt Du",1994,"11",0.0,"Das Telefon Sagt Du",
"Songs of the US Army",,,,"The Sun Harbor's Chorus-Documentary Recordings",206.91546,-20.696,83.15,"America the Beautiful",,"6",1.0,"Songs of the US Army",
"Carnival Of Chaos",,"Antarctica",,"GWAR",189.57016,-3.492,169.237,"Let's Blame The Lightman",1997,"1",1.0,"Carnival Of Chaos",
"The Never Ending Why",,"London England",,"Placebo",180.13995,-4.422,121.354,"Hardly Wait",2009,"10",1.0,"The Never Ending Why","alternative rock | british | indie rock | britannique | rock and indie | uk | rock"
"When All God's Singers Get Home",,,,"Bill & Gloria Gaither",162.06322,-12.37,110.167,"He Will Lead His Children Home",,"1",1.0,"When All God's Singers Get Home",
"Empty The Bones Of You",34.05349,"Los Angeles CA",-118.24532,"Chris Clark",71.99302,-28.475,97.845,"Tyre",,"8",1.0,"Empty The Bones Of You","soul and reggae"
"Nanny McPhee & The Big Bang",,,,"James Newton Howard",110.52363,-9.516,84.969,"The Burp Heard 'Round The World",2010,"9",0.0,"Nanny McPhee & The Big Bang","american | soundtrack"
"Punk In Drublic",,"Berkeley CA",,"NOFX",143.64689,-11.661,156.079,"My Heart Is Yearning",1994,"7",1.0,"Punk In Drublic","american | punk | usa | punk rock | américain | hardcore punk | ska punk | los angeles | skate punk | rock"
"Lo Mejor De Gabinete Caligari",,,,"Gabinete Caligari",169.69098,-4.199,122.22,"Viaje Al Averno",1991,"4",0.0,"Lo Mejor De Gabinete Caligari",
"Gary Nichols",,"Tennessee",,"Gary Nichols",162.19383,-11.552,73.979,"Paper Doll",,"11",1.0,"Gary Nichols",
"Willie Clancy The Gold Ring",52.85551,"Miltown Malbay Ireland",-9.40102,"Willie Clancy",166.922,-11.477,106.542,"Air: My Lagan Love",,"7",1.0,"Willie Clancy The Gold Ring",
"Honge Na Juda Hum",,,,"DCS",305.3971,-5.041,95.889,"Tu Hi Tu Sada",,"9",1.0,"Honge Na Juda Hum",
"Tri-polar (Edited)",34.05349,"Sydney Australia",-118.24532,"Sick Puppies",212.92363,-5.429,209.739,"Master Of The Universe",2009,"2",1.0,"Tri-polar (Edited)","alternative rock | australian | rock | post-grunge"
"1970: The Complete Fun House Sessions",42.32807,"Ann Arbor MI",-83.7336,"The Stooges",328.9073,-6.862,132.595,"T.V. Eye (Take 3)",1999,"9",1.0,"1970: The Complete Fun House Sessions","classic pop and rock"
"The Harvey Averne Dozen",,,,"Harvey Averne",185.20771,-15.605,89.848,"Why Can't We Really Be Free",,"8",1.0,"The Harvey Averne Dozen",
"Early Works for Me If It Works for You II",,,,"Dntel",252.86485,-15.644,93.32,"A Machine and a Memory Keeps You Alive",,"5",0.0,"Early Works for Me If It Works for You II","jimmy tamborello | rock and indie"
"Count The Cost",,,,"David Meece",203.83302,-13.341,126.555,"Some People They Never Believe (LP Version)",,"2",1.0,"Count The Cost",
"Take It To Heart",,"St. Louis MO",,"Michael McDonald",296.202,-10.015,109.731,"Love Can Break Your Heart (LP Version)",,"11",0.0,"Take It To Heart",
"Free - Live At The BBC",,"London England",,"Free",197.56363,-12.473,114.168,"Broad Daylight - The BBC Sessions [Top Gear 17/3/69]",,"4",1.0,"Free - Live At The BBC",
"South Of Hell",,"Newton County",,"Boondox",260.10077,-5.852,200.004,"Nothing To Lose",2010,"2",0.0,"South Of Hell",
"Jazz Gillum Vol. 2 1938-1941",33.45081,"Indianola MS",-90.645,"Jazz Gillum",183.09179,-14.663,101.713,"Little Woman",,"7",1.0,"Jazz Gillum Vol. 2 1938-1941",
"Sonny Terry & Brownie McGhee_ Vol. E (1938-1941)",,"Massachusetts",,"Sonny Terry & Brownie McGhee",167.02649,-19.569,117.625,"My Bulldog Blues",,"2",1.0,"Sonny Terry & Brownie McGhee_ Vol. E (1938-1941)",
"Count Talent and the Originals",,,,"Michael Bloomfield",180.45342,-8.287,78.213,"Let the People Dance",,"11",1.0,"Count Talent and the Originals",
"La Portuaria En Vivo",,,,"La Portuaria",169.482,-7.548,182.922,"Palabras De Amor(En Vivo)",,"4",1.0,"La Portuaria En Vivo",
"Differente",50.82056,"Ixelles Belgium",4.37967,"Maurane",263.67955,-15.406,89.394,"Juste Une Petite Fille",1995,"10",0.0,"Differente",
"A Little South Of Sanity",,"Boston MA",,"Aerosmith",335.33342,-5.763,76.096,"Angel",1987,"2",1.0,"A Little South Of Sanity","heavy metal | hard rock | rock | metal | american | blues rock | classic pop and rock"
"The Best Of Rene Touzet (His Piano and  Orchestra)",,,,"Rene Touzet",288.33914,-12.565,112.067,"Mi Son Maracaibo",,"10",1.0,"The Best Of Rene Touzet (His Piano and  Orchestra)",
"Déjame Solo",,,,"Los Chichos",221.23057,-9.013,133.324,"El Te Daba Mala Vida",1982,"2",1.0,"Déjame Solo",
"A Musical Massacre (Explicit)",,,,"Beatnuts featuring dead prez and Cheryl Pepsi Riley",318.56281,-5.414,93.957,"Look Around featuring dead prez and Cheryl Pepsi Riley",,"1",1.0,"A Musical Massacre (Explicit)",
"One Down",38.62666,"New York City (Salem IL - originally)",-88.94561,"Bill Laswell",258.87302,-14.647,99.587,"Don't Lose Control",,"7",1.0,"One Down",
"Emerald Aether: Shape Shifting/Reconstructions Of Irish Music",38.62666,"New York City (Salem IL - originally)",-88.94561,"Bill Laswell",132.67546,-19.814,105.218,"The Gary Selchie - Solas",,"3",0.0,"Emerald Aether: Shape Shifting/Reconstructions Of Irish Music",
"Reggae Gold 2006",39.49974,"YAHD!",-111.54732,"T.O.K.",190.71955,-5.977,126.682,"Hotta",2006,"1",1.0,"Reggae Gold 2006",
"Le passager de la pluie (Original Soundtrack)",,,,"Francis Lai",123.24526,-9.853,88.967,"La valse du mariage",2003,"7",0.0,"Le passager de la pluie (Original Soundtrack)","soundtrack composer | french | production music"
"Good Girl Gone Bad: The Remixes",13.11199,"St Michael Barbados ",-59.59895,"Rihanna",208.16934,-5.704,128.077,"Good Girl Gone Bad",2007,"5",0.0,"Good Girl Gone Bad: The Remixes","barbadian | pop and chart | barbade | barbadien | pop | dance-pop | contemporary r b | rnb | barbados"
"Down By The River",,"Belmont MS",,"Mac McAnally",183.53587,-6.601,174.268,"If You Hang Around Long Enough",,"0",1.0,"Down By The River",
"Lounjazz",-22.97673,"Rio de Janeiro BR",-43.19508,"Leo Gandelman",222.98077,-13.812,157.95,"Bari Bossa",2007,"5",0.0,"Lounjazz",
"Hank Wilson's Back!",34.60515,"Lawton OK",-98.38983,"Leon Russell",169.35138,-14.073,99.435,"Jambalaya (On The Bayou)",,"0",1.0,"Hank Wilson's Back!",
"Touch My Soul_ Vol. 23",34.05349,"Kentwood LA; Los Angeles CA",-118.24532,"Britney Spears feat. Pharrell Williams",225.48853,-4.947,106.919,"Boys",2001,"6",0.0,"Touch My Soul_ Vol. 23","pop | american | urban pop | dance | pop and chart | américain | electropop | usa | dance-pop"
"The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook",37.80506,"Oakland CA",-122.27302,"Del Tha Funkee Homosapien",257.69751,-9.495,99.566,"Mistadobalina",1991,"2",1.0,"The Best Of Del Tha Funkee Homosapien [The Elektra Years]: The B-Boy Handbook",
"Herbst9 vs. Z'ev - Through Bleak Landscapes",56.42465,"L.E.",9.67464,"Herbst9_ Z'ev",245.02812,-14.775,91.695,"Awakening of the Soulless",,"10",0.0,"Herbst9 vs. Z'ev - Through Bleak Landscapes",
"Fatis Presents Ini Kamoze",,,,"Ini Kamoze",236.56444,-9.881,165.111,"Goodness & Mercy",,"0",1.0,"Fatis Presents Ini Kamoze","pop and chart"
"Trouble In Mind",30.38815,"Navasota TX",-96.0878,"Mance Lipscomb",180.03546,-19.24,153.765,"Motherless Children (Remastered Version) (Take 2)",,"3",1.0,"Trouble In Mind",
"Ghetto-ology + Dub",18.01571,"Kingston Jamaica",-76.79731,"Sugar Minott",192.15628,-9.256,161.721,"Walking Dub",,"1",0.0,"Ghetto-ology + Dub",
"Le Petit Train (Mixe Mark Plati)",46.71067,"France",1.71819,"Raphaël",211.01669,-6.301,150.096,"Le Petit Train (Mixé Par Mark Plati)",,"0",0.0,"Le Petit Train (Mixe Mark Plati)",
"Blues At Sunrise",32.77815,"Dallas TX",-96.7954,"Stevie Ray Vaughan And Double Trouble",235.65016,-13.277,111.834,"Chitlins Con Carne",1996,"9",1.0,"Blues At Sunrise","jazz and blues"
"Comin' Tonight",40.71455,"NY - New York City",-74.00712,"Martha Wainwright",209.60608,-13.551,117.316,"Comin' Tonight",2008,"9",1.0,"Comin' Tonight","rock and indie"
"Trail Of Memories:  The Randy Travis Anthology",,"Marshville NC",,"Randy Travis",187.53261,-12.324,95.781,"On The Other Hand (Remastered Album Version)",,"5",1.0,"Trail Of Memories:  The Randy Travis Anthology","classic pop and rock"
"Barbara Lusch",44.11559,"Oregon",-120.51484,"Barbara Lusch",259.73506,-6.605,92.215,"Now_ Baby_ or Never",,"7",0.0,"Barbara Lusch",
"A Bizarre Gardening Accident",,,,"Headhunter",277.81179,-5.431,133.005,"Signs Of Insanity",,"11",1.0,"A Bizarre Gardening Accident",
"Everytime",34.05349,"Kentwood LA; Los Angeles CA",-118.24532,"Britney Spears",206.81098,-3.738,85.331,"Everytime",2003,"0",0.0,"Everytime","pop | american | urban pop | dance | pop and chart | américain | electropop | usa | dance-pop"
"Siren Song Of The Counter-Culture",,"Chicago",,"Rise Against",139.17995,-3.619,132.045,"State Of The Union",2004,"10",0.0,"Siren Song Of The Counter-Culture","hardcore punk | rock | american | punk rock | melodic hardcore | rock and indie | punk | usa"
"Rio",,"Hollywood CA",,"Lee Ritenour / Jeff Mironov",307.04281,-17.337,157.582,"A Little Bit Of This And A Little Bit Of That",1976,"0",1.0,"Rio",
"Scratchy: The Reprise Recordings [Includes Liner Notes]",,,,"Crazy Horse",133.3024,-13.771,152.729,"Dance_ Dance_ Dance  (Album Version)",,"9",1.0,"Scratchy: The Reprise Recordings [Includes Liner Notes]",
"Born Annoying",40.71455,"New York",-74.00712,"Helmet",200.75057,-11.448,202.829,"Your Head",1995,"7",1.0,"Born Annoying","rock and indie"
"Wild_ Cool & Swingin'",,,,"Sam Butera & The Witnesses",148.06159,-13.778,178.716,"Perdido (1999 Digital Remaster)",,"8",1.0,"Wild_ Cool & Swingin'",
"Premium Gold Collection",30.08374,"Cairo Egypt",31.25536,"Thomas Dolby",309.57669,-8.907,130.017,"One Of Our Submarines",1982,"1",0.0,"Premium Gold Collection","uk | british | english | rock and indie | 80s synthpop | united kingdom"
"JTV",32.67828,"Georgia",-83.22295,"Justin",22.33424,-12.43,41.985,"WA-KA-BAM!! (INTRO)",,"1",1.0,"JTV",
"EMI Country Masters - 50 Originals",27.94653,"Tampa FL",-82.45927,"Slim Whitman",192.73098,-17.222,110.595,"As You Take A  Walk Through My Mind",,"7",0.0,"EMI Country Masters - 50 Originals",
"Scratchy: The Reprise Recordings [Includes Liner Notes]",,,,"Crazy Horse",732.39465,-11.252,119.649,"Scratchy (Takes 1-3 / bonus track)",,"9",1.0,"Scratchy: The Reprise Recordings [Includes Liner Notes]",
"So ist das nun mal",,,,"Andreas Dorau",395.17995,-8.586,124.988,"So ist das nun mal",1997,"10",1.0,"So ist das nun mal",
"OverTime",,"Hollywood CA",,"Lee Ritenour",444.81261,-8.424,128.972,"Captain Fingers",1977,"5",0.0,"OverTime",
