SongNumber,SongID,AlbumID,AlbumName,ArtistID,ArtistLatitude,ArtistLocation,ArtistLongitude,ArtistName,Danceability,Duration,KeySignature,KeySignatureConfidence,Loudness,Tempo,TimeSignature,TimeSignatureConfidence,Title,Year,ArtistFamiliarity,ArtistHotttnesss,AudioMd5,EndOfFadeIn,Energy,Key,KeyConfidence,Mode,ModeConfidence,Release,SongHotttness,StartOfFadeOut,Genre,TrackId
3238,SOICCOL12A81C22510,264846,Transcendence into the peripheral,AR7ZWJK1187FB55EC2,,,,Disembowelment,,460.56444,3,0.622,-10.351,79.952,7,0.452,Your Prophetic Throne Of Ivory,1993,0.5702082823287826,0.3535668151588409,f4c55a0d72603620aac4132162198961,0.0,0.0,3,0.622,1,0.555,Transcendence into the peripheral,0.576300659299492,449.591,death-doom metal,TRAWGKB128F4268327
3239,SOKMQOO12A8C136C82,302123,Original Album Classics,ARLCQZN1187B9AF634,,,,Patti Smith Group,,284.21179,9,0.001,-20.058,76.814,3,0.682,Wave,1979,0.6667874307695016,0.4375909796775722,c24f07253139b10690b9291d0fe6226b,6.502,0.0,9,0.001,1,0.208,Original Album Classics,,268.579,classic pop and rock,TRAWGYZ128F92C494B
3240,SOCJBTL12AB0188831,662522,What Is Light? Where Is Laughter?,ARJGRNY11F4C847277,,Glasgow UK-SCOTLAND,,Twin Atlantic,,240.19546,9,0.621,-5.632,141.925,4,0.822,What Is Light? Where Is Laughter? (Acoustic Version),2008,0.6902575962587905,0.41902804640879043,a734d5425ddcae1d16cf5068067929f5,0.0,0.0,9,0.621,1,0.64,What Is Light? Where Is Laughter?,0.439202489315343,230.847,,TRAWNSM12903CA71FC
3241,SOROTVP12A8C13A565,103612,Sugar and Spite,ARZAJ9C1187B9A21F4,55.8578,Glasgow ,-4.24251,Unkle Bob,,252.18567,6,0.704,-6.623,124.094,4,0.465,What Do I Know,2006,0.6130292907732521,0.3786445689545049,981f0abf003bbf383b1cd81ebd28195f,0.0,0.0,6,0.704,0,0.687,Sugar and Spite,0.48280427552970673,235.595,pop,TRAWNOH128F4287513
3242,SOCDUBJ12AB018994E,360236,Revolution Revolucion [Special Edition],ARQATWU1187B98EE26,40.14323,Nueva Jersey (Estados Unidos),-74.72671,Ill Niño,,218.43546,5,0.051,-3.984,139.202,4,0.873,Fallen (Album Version),,0.8095522095461632,0.5831470220911679,df252c6d8f0037648618f20392796211,0.367,0.0,5,0.051,1,0.46,Revolution Revolucion [Special Edition],,207.093,new metal,TRAWNYK128F93242DB
3243,SOCLLUZ12A8AE47ACE,138168,Twelve Year Silence,AR7W7Z01187B998286,37.82245,FLGAKY,-85.69091,Dark new Day,,278.02077,10,0.527,-5.914,133.985,4,0.896,Free (Album Version),2005,0.7726707256056151,0.47117068104564847,783c8300828cc744a69983deebd3b457,0.0,0.0,10,0.527,0,0.465,Twelve Year Silence,0.3347065490692206,273.055,alternative metal | hard rock | rock | post-grunge | american | metal,TRAWNOJ128F4241807
3244,SOHRRYN12A8C133127,285334,SESSIONS,ARO31HI1187B9A12E4,,,,Original Love,,164.91057,9,0.357,-14.908,75.085,4,1.0,Let's Go To The Darkside Of The Moon (Piano Version),,0.5074476002070633,0.40379485918457086,d88cfee647ae33ab0e4fa3f3b6eac33c,4.464,0.0,9,0.357,0,0.499,SESSIONS,,156.561,,TRAWNGJ128F426B20D
3245,SOIUETF12AB0189B73,812008,Sailor Songs,AR2F37U1187B990860,,,,Gina V. D'Orio,,139.91138,5,0.148,-10.115,168.628,1,0.0,Naval War,2004,0.2501481696499731,0.12401009728815218,904fb2c09383d10bd259d0c9d3ba28fc,0.142,0.0,5,0.148,0,0.401,Sailor Songs,0.22914410371660274,134.67,,TRAWNFQ12903CD2CCF
3246,SONABHP12A8C137026,205293,The Legends EP: Volume II,AR5OH1V1187FB574C3,,Shreveport LA,,Kenny Wayne Shepherd,,386.48118,7,0.554,-7.357,90.514,1,0.0,Born In Louisiana [with Clarence Gatemouth Brown] [Live],,0.7708477509677532,0.4521022649246934,d3c885e411783250c8622b30ff10d4a3,0.136,0.0,7,0.554,1,0.561,The Legends EP: Volume II,0.5184187065975314,382.392,rock | blues rock,TRAWNCP128F4261F65
3247,SODNCTF12AB0187B92,556971,Emotion,ARF3GX71187FB3EB66,,Medicine Lodge KS,,Martina McBride,,230.66077,6,0.788,-6.145,159.886,4,0.822,Make Me Believe,1999,0.6148709339199385,0.6282464191914875,ecd05748bee968ec60b5ba6bb8efb21b,0.322,0.0,6,0.788,1,0.787,Emotion,0.38293509007501925,217.275,country,TRAWNDA128F9341C35
3248,SOSOZDV12A8C1363A0,289460,The Best Of,AREZWC61187FB52DCF,29.76045,Houston TX,-95.36978,Johnny Nash,,161.67138,2,0.56,-12.575,170.987,4,0.471,Loving You,,0.5934202959088998,0.407283888338925,11d9dda389fca88ea4897f520c7f15bb,2.664,0.0,2,0.56,1,0.582,The Best Of,0.26586104921065007,148.097,classic pop and rock,TRAWNBV128F4279867
3249,SOROWVN12A8C142E90,239126,No-One to Blame,AR7LIU31187B98EF11,,,,Rita Chiarelli,,208.40444,8,0.472,-5.661,120.129,4,1.0,Grits Ain't Groceries,2004,0.4048233033081587,0.28805028537557953,b12508b6f6ff8e0bbca101c088bf4ad7,0.0,0.0,8,0.472,1,0.443,No-One to Blame,0.0,202.861,,TRAWXEA128F428C8F9
3250,SOCEAHC12AB0186B7A,602012,Love Letters,ARVAE1F1187B994957,39.95227,Philadelphia PA,-75.16237,Gerald Veasley,,251.21914,5,0.733,-11.733,76.693,4,1.0,Love Letter,1999,0.44393068162786814,0.3204276151562501,f323f7956c1ddbca31e0c8e824a67942,0.311,0.0,5,0.733,0,0.717,Love Letters,,234.876,,TRAWXIK12903CF4145
3251,SOJQGJR12AB017FF87,396810,La Toussaint,ARMEUT11187B9BA155,,,,Steve Riley & The Mamou Playboys,,189.64853,7,0.525,-8.256,94.073,4,0.718,Katherine,1995,0.3919282047762107,0.18318247139389615,b8fb96f21bb83bb20372f035004869e3,0.369,0.0,7,0.525,1,0.567,La Toussaint,,178.347,folk,TRAWXXP128F92FE765
3252,SOEGTFO12A8C13EA14,240728,Uphill Battle,AR0B6VD1187B99C293,34.47326,Ventura County CA,-119.05505,Uphill Battle,,323.36934,2,0.889,-6.563,107.329,4,0.694,Climate Control,2002,0.4662622096456242,0.3696098345548582,6c318513cc7e1b800e80482fdca6203a,0.102,0.0,2,0.889,1,0.644,Uphill Battle,0.39670013841706814,309.162,,TRAWXYT128F428CBE4
3253,SOZOVJG12AB018632B,504374,Mirror Music,ARJ66JQ1187B99D2FF,,,,Wordsworth,,254.98077,6,0.2,-6.258,120.2,3,1.0,Gotta Pay (Produced by Oddisee),2004,0.592238742665051,0.4017343509642637,ddcef85b5fc0f4d17dec6f60b094898e,0.0,0.0,6,0.2,1,0.56,Mirror Music,0.4444017145228514,249.539,,TRAWXPP128F932B152
3254,SOKZVFO12A8C136AE7,262877,Hahnenkampf Live,ARS6KFB1187FB59B12,,,,K.I.Z.,,331.31057,5,0.392,-5.637,120.234,4,0.906,Walpurgisnacht,2007,0.7398344889915811,0.49678301475504805,b065d00ef579998f4cb41f6e7046514a,0.0,0.0,5,0.392,1,0.295,Hahnenkampf Live,,320.209,,TRAWXYD128F4255FBD
3255,SOLUUHL12AB0181698,648911,The X-Files 5.0,ARTHEAP122BCFCD0B2,,,,DJ X-Change,,244.08771,1,0.494,-6.072,136.993,4,0.973,3,,0.34244014433162095,0.28128421554929817,cd4da021da00ae85b6433866db6745a1,0.345,0.0,1,0.494,1,0.586,The X-Files 5.0,,240.071,,TRAWXSL128F9353CE4
3256,SOAZGWL12A6D4F7AC2,33272,The Music of The Beatles In Bossa Nova,AREYIHC1187B99CE0B,,,,Brasilian Tropical Orchestra,,160.31302,5,0.513,-15.783,159.848,4,0.166,Yesterday,1999,0.37801315213885595,0.3394084863551408,9658aa53210ca170bf42a0f309c1d575,0.258,0.0,5,0.513,1,0.576,The Music of The Beatles In Bossa Nova,0.30416950343527516,151.412,,TRAWXON128F1471203
3257,SOVURQM12A58A7EA86,415927,Solomon's Seal,ARVKAWO11F50C47C9A,,,,Pentangle,,224.80934,7,0.011,-15.567,94.939,7,0.593,The Snows,,0.6465276371908483,0.33364914079207836,8c75ae5cc864294cc95f8976cba93689,0.165,0.0,7,0.011,1,0.289,Solomon's Seal,0.4137398358601097,213.914,,TRAWXQB128F932BCA5
3258,SOXVGNX12A8C13D8A3,297928,Live At Vega,AR0N8D61187FB3D0D6,,Bergen Norway,,Kaizers Orchestra,,317.49179,6,0.472,-3.696,108.377,4,0.904,Ompa Til Du Dör,,0.6428707133369655,0.4633914520118502,1a2411320f3b254e1a64d01ba7c2357a,0.0,0.0,6,0.472,0,0.428,Live At Vega,0.7021020569572177,317.492,alternative | norwegian,TRAWRKQ128F429866C
3259,SOUMRKX12AB017EAF9,534764,Perfection,ARYORUX11F4C846890,59.85845,Uppsala,17.64405,Perfection,,251.95057,7,0.579,-5.562,127.555,4,0.279,Yesss Lord...,,0.4871408009458939,0.30672097559350214,1e98b85796876385760be93727076479,2.206,0.0,7,0.579,1,0.641,Perfection,,249.556,,TRAWRLA128F93061F0
3260,SOERZVM12A8C13C5A4,165392,Tian Cai Yu Bai Chi Zhi Tian Cai Bai Chi Meng,AR8QHU51187B9A3341,,,,Leo Ku,,203.57179,6,0.639,-12.53,118.062,4,0.988,Tian Cai Yu Bai Chi Zhi Tian Cai Bai Chi Meng,,0.4832786573317407,0.36062871613623815,6860aa70a7c19be7d94676c45b0c955a,1.367,0.0,6,0.639,1,0.581,Tian Cai Yu Bai Chi Zhi Tian Cai Bai Chi Meng,,184.378,cantonese | hong kong | mandarin | chinese,TRAWRDY128F428A240
3261,SOPMWKF12AC961828D,599504,Spirits In The Material World: A Reggae Tribute To The Police,ARN1SGT1187B9AC5A4,18.11526,Jamaica,-77.27348,Inner Circle,,227.81342,0,0.783,-5.642,90.018,4,0.144,Bed's Too Big Without You,2008,0.6675090867510377,0.4100796950307788,705e9647497603b83b186fe27f53af84,0.514,0.0,0,0.783,1,0.569,Spirits In The Material World: A Reggae Tribute To The Police,0.0,219.736,,TRAWRFC12903CF2624
3262,SOLBBCS12AC468D6D0,735639,Conniff Meets Butterfield,ARXZIHJ1187B9A4ED9,41.94508,Attleboro MA,-71.28109,Ray Conniff,,172.30322,0,0.407,-13.173,148.929,4,0.367,Something To Remember You By,,0.5557649996003,0.3765142312148788,453ab04f4a8c76e97b22b9b0e3c14c62,0.0,0.0,0,0.407,1,0.459,Conniff Meets Butterfield,,163.799,,TRAWRTM12903CF4EF4
3263,SOAYQTY12A6701D156,53753,In Person At El Matador,ARODFDS1187FB57348,,Niteroi Brazil,,Sergio Mendes,,157.67465,9,0.015,-16.892,155.792,1,0.0,O Morro (Live At El Matador_ San Francisco),,0.649345610296166,0.41760148824822674,46c09dd69040b8b3d1ba42cb18bc72ed,0.0,0.0,9,0.015,0,0.207,In Person At El Matador,,152.689,bossa nova | rock and indie,TRAWRHQ128F1495E6B
3264,SOLYISV12AC4687272,598190,The X-Factor (Side B),ARTHEAP122BCFCD0B2,,,,DJ X-Change,,188.78649,11,0.364,-5.571,102.662,1,1.0,Zoned Out,,0.34244014433162095,0.28128421554929817,e275f0176cdbccfa27f0731add4d3000,0.693,0.0,11,0.364,0,0.302,The X-Factor (Side B),,185.864,,TRAWRVR12903CE8993
3265,SODTGIO12AB0183F81,752497,Music History - Reggae,ARSTA431187B9A3599,18.01571,Kingston Jamaica,-76.79731,Dennis Brown,,468.16608,7,0.388,-7.914,143.973,4,0.381,The drifter,,0.674288836752463,0.41165096106378257,ce13329a765ce1b2799e42c7496eecf6,0.0,0.0,7,0.388,1,0.476,Music History - Reggae,,458.188,rock and indie,TRAWRPR12903CA9C97
3266,SOQHXOA12A8C136BF9,151102,Live At The Blue Note,AR9JNFU1187B9B9868,,,,Gal Costa,,230.47791,2,0.507,-14.743,123.871,4,0.433,Wave,1999,0.7208239717092882,0.4374645536949841,8061bd38861889f2f3aa9e88dd576c18,0.0,0.0,2,0.507,1,0.472,Live At The Blue Note,,218.976,mpb,TRAWRWK128F4260B37
3267,SOLVETC12AF72A6740,343217,You're Safe,ARI0PUX1187FB3F215,54.31392,Lewisham London England,-2.23218,Maxi Priest,,292.25751,0,0.379,-14.292,167.278,1,0.0,Caution,1991,0.6610013371011454,0.44689072654931333,8c20f19546fe9cc2e85de2f1ba90a73e,0.322,0.0,0,0.379,1,0.406,You're Safe,,280.375,,TRAWRZX128F93019AC
3268,SONDHSJ12A8C13F60C,321191,Sexy Fountain Noise,ARM1ELZ1187FB49FC1,,,,Lexie Mountain Boys,,239.56853,6,0.378,-19.07,51.931,1,0.0,Lullaby For The Dead In Our Life,2006,0.4948807552661971,0.15934970520264227,4d0f6d6ce142e77f7709a7f7740b3ce7,2.682,0.0,6,0.378,1,0.289,Sexy Fountain Noise,,215.417,,TRAWRJL128F92D42A9
3269,SOQHWMN12A6701E2D9,9844,Siren Song Of The Counter-Culture,ARZWK2R1187B98F09F,,Chicago,,Rise Against,,200.12363,6,0.823,-7.679,184.591,3,0.923,Swing Life Away,2003,0.8470816882436729,0.6250804809743595,fe59ade9ad431cdc3e9ebe08dcbb1703,0.247,0.0,6,0.823,1,0.732,Siren Song Of The Counter-Culture,0.8755108841770021,187.611,hardcore punk | rock | american | punk rock | melodic hardcore | rock and indie | punk | usa,TRAWRKT128E0788857
3270,SOYCOZK12AC9070EB7,737179,DAVIS_ C.: Cranford (Davis),ARV5O111187B9A3F3A,47.61002,Bellevue Washington USA,-122.18755,Carl Davis,,157.64853,3,0.638,-20.246,66.529,7,0.513,Cranford: Holbrook,,0.41528718185876845,0.31907462389548225,79f55a4f3968c73f0ca4a1b06d8ef9e6,0.572,0.0,3,0.638,1,0.634,DAVIS_ C.: Cranford (Davis),,150.297,,TRAWRNT12903CF91CC
3271,SOCOKCJ12AB0180FAC,462727,Another Round,ARIT9Y51187FB364AE,54.49857,Alberta Canada,-114.99993,The Irish Rovers,,204.14649,7,0.7,-4.621,238.875,1,0.0,Planxty Morgan Magan/ The Morning Dew,,0.5893145017348558,0.39888301085686084,f309ca78a6851be04d13770ec64448f9,0.09,0.0,7,0.7,1,0.657,Another Round,,195.291,celtic,TRAWVUW128F932F914
3272,SOFRYEV12A8C139B76,249417,Dr. Elmo's Twisted Christmas,AR45KNL1187B992E53,37.77916,California - SF,-122.42005,Dr. Elmo,,223.26812,9,0.61,-18.619,102.134,4,0.611,Here's to the Lonely,,0.47572156673067817,0.39837312273653963,35dc4f29fd5076d367204467e17b197e,0.0,0.0,9,0.61,1,0.676,Dr. Elmo's Twisted Christmas,0.37598430150044215,204.777,,TRAWVBA128F426179A
3273,SOFLXEI12A6D4F6639,47639,Business As Usual,ARSQDUN1187B98D7D7,,allentown Pennsylvania USA,,EPMD,,310.54322,7,0.769,-11.437,98.037,7,0.987,Give The People,1990,0.6982916236578486,0.45385026533052464,5c6230fa49aa6fa115511bafa7570c36,5.242,0.0,7,0.769,1,0.627,Business As Usual,,286.116,hip hop,TRAWVLS128F148D430
3274,SOIXFAQ12A8C13F588,123416,The Rhythm Of The Night,ARNVCZC1187B9934F5,,,,Corona,,343.40526,8,0.49,-11.432,126.954,4,0.898,You Gotta Be Movin',,0.6046446897118567,0.3988625972568107,89175a6fe0e4b8353d8b819259eeb093,0.16,0.0,8,0.49,1,0.525,The Rhythm Of The Night,0.5961760713379295,327.245,,TRAWVWS128F42ADCD1
3275,SOUPAIZ12A6D4FAFD1,62337,An Anthology: The Elektra Years,ARHWVGW1187FB41479,,,,The Paul Butterfield Blues Band,,161.20118,5,0.503,-16.314,68.055,7,0.668,Lovin' Cup ( Remastered '97 Version ),,0.04606253670617235,0.3954788611599233,ed64348d9d6f1ab71f517152131be503,0.16,0.0,5,0.503,0,0.256,An Anthology: The Elektra Years,0.4316542004096847,152.752,,TRAWVMT128F14A8FF0
3276,SOVIUUB12AB017F36F,503061,Straight Shooter,ARD8JVH1187FB4DA04,,England,,Bad Company,,365.24363,2,0.539,-9.745,116.486,4,0.861,Call On Me,1975,0.6968168917909224,0.48210001892032256,2d35b66b7f8a0c3035cd60ecb6d02886,0.27,0.0,2,0.539,0,0.498,Straight Shooter,0.5582002703225118,344.648,uk | british | english | classic pop and rock | production music,TRAWVNL128F9327983
3277,SOJMHGU12AB01872F6,769587,Coro montenero,AR0PUK71187B9AC3C0,40.71455,New York NY,-74.00712,Chorus Line,,150.69995,11,0.461,-16.456,78.031,1,0.896,Mamma pettenami,,0.49219933133362154,0.3449724560901687,ed7f7743da1d22cfe76dd00325301de0,0.763,0.0,11,0.461,0,0.474,Coro montenero,,146.036,,TRAWVUK12903CDC692
3278,SOHNTCE12A3F1E997C,642828,Busy Body!!! Live In Tacoma 1964,ARLLRL61187B9B6698,47.25513,Tacoma WA,-122.44165,The Sonics,,143.64689,2,0.693,-12.332,162.609,4,0.785,Tall Cool One,,0.36653511247770293,0.44960808830900445,d4d6a9301eb9a843307c8ab0d40f2a73,0.252,0.0,2,0.693,0,0.466,Busy Body!!! Live In Tacoma 1964,0.30416950343527516,143.647,classic pop and rock,TRAWVRY128F9344DA9
3279,SOKAAAY12AB0186459,451998,The Texas Ranger Project,AR4L5ZC1187FB450A4,,,,Bescenta,,231.91465,1,0.668,-6.479,76.014,1,0.746,Why,,0.45802119323563806,0.32897713393065886,03d5825be994032263933681d04833e3,3.286,0.0,1,0.668,1,0.515,The Texas Ranger Project,,222.981,,TRAWENG128F93105B0
3280,SOXVOIG12A8C13D07D,303281,The Best Of,AR0QT3O1187FB56860,53.34376,Dublin Ireland,-6.24953,Ronnie Drew,,195.00363,9,0.954,-10.652,117.141,4,0.162,Seven Drunken Nights,,0.5227140752907256,0.3858666236406792,7b375c4c5b27d8c200240d013a7bddec,1.031,0.0,9,0.954,1,0.746,The Best Of,0.33832664134424445,188.912,,TRAWEDG128F42A5F1C
3281,SODPTLB12A8C13E227,111347,Überfall,ARGBG2T1187B9B1670,,,,Massive Töne,,310.25587,8,0.19,-8.096,92.872,4,1.0,Notify The President Feat. Celestial Souljahz - Shabazz The Disciple & Freestyle,,0.5838411220182581,0.37187815524297985,975cbf5aa393475918fed96fa10dbfce,2.815,0.0,8,0.19,0,0.211,Überfall,0.30416950343527516,304.089,hip hop | german,TRAWEWS128F4297249
3282,SOIRCWN12A6D4FC58D,59773,Contagious,ARGQANQ11F50C4769E,37.87869,San Francisco Bay Area,-121.94345,Y&T,,201.74322,3,0.483,-12.083,123.788,4,0.521,Contagious,1987,0.5977948593550263,0.41889580391387266,44571678f192ec53031bd6b18504f091,0.478,0.0,3,0.483,0,0.455,Contagious,0.6665323790942675,197.004,,TRAWEDC128F14A2EBA
3283,SOFQUFD12A8C13406F,148254,Bis - Clara Nunes,AR0QL3J1187FB3748E,,,,Clara Nunes,,213.49832,6,0.448,-12.82,91.806,7,0.593,Nação,1982,0.588140722447072,0.3667412331807846,7bfa22389a1db8153c3c59a2eb6b2b68,0.387,0.0,6,0.448,1,0.431,Bis - Clara Nunes,,198.055,,TRAWEQF128F42591E9
3284,SOODUWF12AB017A0B8,386453,Back 2 Tha Clap,AROI2SN1187B98E9FD,34.05464,Pomona CA,-117.75002,Kokane,,208.03873,0,0.282,-8.796,94.854,4,1.0,Straight Coats,,0.49722157614337387,0.3738218810955261,eb0dd4fadeecf1bed1a9271c6eac3bf4,0.09,0.0,0,0.282,0,0.151,Back 2 Tha Clap,0.21204540548371908,203.831,,TRAWEUP128F92E72BD
3285,SOFKVJV12A6D4F8F4B,47334,The World We Knew,ARPPURC1187B990FB7,,,,Bert Kaempfert And His Orchestra,,132.5971,10,0.407,-11.554,88.47,4,1.0,Talk,,0.38629190104193534,0.33479329627169624,7040732d1d8b1ea6913373f0502adfe6,2.543,0.0,10,0.407,1,0.56,The World We Knew,0.0,129.364,,TRAWEYD128F148C93B
3286,SOUXEOI12A6D4FB18E,65619,Mecca And The Soul Brother,AR9OMFE1187FB3BB54,,Mt. Vernon NY,,Pete Rock & C.L. Smooth,,286.69342,1,0.69,-10.235,101.779,4,0.978,They Reminisce Over You (Single Version),1992,0.48956670886828835,0.4143995624301108,22e04efffb94d9fbc202fb8ec3c35aec,2.415,0.0,1,0.69,0,0.44,Mecca And The Soul Brother,0.932274163156757,259.373,,TRAWEIX128F14B0F05
3287,SOONZSD12AAF3B5127,548298,Meteor Rain,ARXNDB61187B9B2208,,,,Ken Chu,,224.78322,6,0.896,-6.806,110.078,4,1.0,Ai Bu Hui Yi Zhi Deng Ni,,0.3520144414322483,0.0,7e51f5427b637075035b1409e3c82bc5,0.0,0.0,6,0.896,1,0.615,Meteor Rain,,215.545,chinese | taiwanese,TRAWEBH128F932A8CF
3288,SOMMXAD12A58A76FBF,138515,In The Wake Of Determination,ARF6ZTO1187FB3684F,,LONG BEACH California,,Story Of The Year,,145.3971,10,0.059,-4.219,209.695,4,0.493,Meathead (Album Version) (Non-PA),2005,0.8067625956588123,0.5800950451989868,b6120f248df44ac3aeb25854bc79922f,0.115,0.0,10,0.059,1,0.415,In The Wake Of Determination,0.62418015881063,140.614,,TRAWEST128F4242614
3289,SOKWHHK12AB01895AA,713194,Everything_ I Bet You,ARSWORN1187B991A7B,,,,The Honeydogs,,221.07383,11,0.63,-6.654,117.003,4,1.0,Kandiyohi,,0.46300951259715706,0.0,204796280b6378f2aeb244c16e590825,0.369,0.0,11,0.63,1,0.509,Everything_ I Bet You,0.0,206.396,,TRAWEFD12903CBADE8
3290,SOWZWPJ12A58A7918F,389998,No Limits,ARMP9P61187B9B04B3,,,,Marco Rima,,362.9971,9,0.645,-8.036,187.511,4,0.796,Der Kleine Idiot,,0.3332741319383021,0.32220464841912594,baff1ebbbe96d65df1f90eab08c1003b,0.0,0.0,9,0.645,1,0.662,No Limits,0.0,353.959,,TRAWEFQ128F92EF95E
3291,SOBMQPO12AB0189FCB,711654,Ärger Mit Der Unsterblichkeit,ARGR98V1187FB3A1B9,,,,Andreas Dorau,,224.54812,0,0.062,-17.635,104.321,4,0.924,Warten,,0.5017859682743673,0.3824265842017741,af5519a56612b7c63acbfc457504aff0,0.0,0.0,0,0.062,1,0.415,Ärger Mit Der Unsterblichkeit,0.0,212.497,,TRAWUGL12903CB663F
3292,SOSHZVC12A58A79BC7,294758,The God Chasers,AREXX3T1187B989950,38.8991,Washington,-77.029,Scott Krippayne,,231.07873,9,0.545,-10.216,115.934,3,0.741,I Want To Know You More,,0.5570261643754362,0.3203064969873311,1cb29e1b0b3f4bfb63f30c615cb6c788,0.212,0.0,9,0.545,1,0.503,The God Chasers,0.27917234500674304,220.456,,TRAWUNL128F4287A60
3293,SOTBQXH12A8AE4778C,279981,New morning,ARWJHW61187B98FA8E,-4.03479,Kasai Zaire,21.75627,Papa Wemba,,168.6722,2,0.591,-12.297,83.529,5,0.705,Excuse me,1998,0.5419683747338633,0.4178853489630385,f960ce5293f722d250f002657b360d92,2.763,0.0,2,0.591,1,0.59,New morning,,164.2,,TRAWUSV128F425CF8D
3294,SOZSKYN12A8C13A883,299181,Martina,ARF3GX71187FB3EB66,,Medicine Lodge KS,,Martina McBride,,349.33506,1,0.392,-10.271,127.434,4,0.0,God's Will,2003,0.6148709339199385,0.6282464191914875,b8c59becd62a96dbfd47ee3566b01e64,0.659,0.0,1,0.392,1,0.547,Martina,0.6641303460264066,331.5,country,TRAWULX128F4291255
3295,SOKGCTC12A8C13D300,261285,Martina,ARDNW1B1187FB4ABBB,,,,Africando,,460.48608,5,0.841,-6.846,90.861,4,0.473,Lindas Africanas,2003,0.5630486888198301,0.34822672969776236,43037280c54423c563ddb2db8ef127ad,0.427,0.0,5,0.841,1,0.792,Martina,0.3589765264395974,451.826,,TRAWUUX128F426731A
3296,SOZALUE12AF729C714,600448,Go!,AR07QYZ1187FB5BF78,,,,Letters To Cleo,,220.76036,4,0.223,-6.037,130.619,4,0.0,Co-Pilot (Album Version),1997,0.6546234634180057,0.406757086842829,11c81168eb21cd87e6e264faa553bb61,0.2,0.0,4,0.223,1,0.272,Go!,,213.6,,TRAWUUP12903CEF2F9
3297,SOSWCXN12A6D4FAE3C,176456,Brenda Lee,ARGKD4W1187B990E04,33.71197,Lithonia GA,-84.10599,Brenda Lee,,188.26404,7,0.658,-10.002,89.13,4,0.241,Your One And Only (LP Version),1960,0.6693715019351177,0.5669124072815322,5fcac53eb94a09cf83819903526aeb20,0.0,0.0,7,0.658,1,0.26,Brenda Lee,0.24409968579314142,180.471,country | rock | american | pop | classic pop and rock,TRAWUMN128F4222D88
3298,SOHALYK12A8C13E218,347107,Gangsta Funk,ARV4I6F1187FB4D595,,,,5th Ward Boyz,,120.81587,9,0.169,-10.117,95.466,3,0.712,Ghetto Curse Words (Chopped&Screwed),1994,0.4396344350008849,0.32954332248799556,833a24095be8e3b4e382c2c361be072b,0.0,0.0,9,0.169,1,0.322,Gangsta Funk,,120.816,,TRAWUEC128F930F518
3299,SOUUJHP12AB018FA32,769640,Arika Kane,ARKGGBJ122ECCBAC65,41.51776,Connecticut,-72.75753,Arika Kane,,236.66893,5,0.6,-4.561,119.987,4,1.0,Never Really Knew U,,0.6024664761030897,0.36740857459245757,86a59ecc7a6924d8cce9cad05e897725,0.121,0.0,5,0.6,0,0.51,Arika Kane,0.23152768201088061,226.929,,TRAWUKH12903CD926E
3300,SOSCUFQ12AB0184B0B,424018,In for the kill,ARW4P0V1187B9B182E,,,,Inhume,,185.20771,6,0.341,-4.469,141.423,1,0.0,Inhume,2003,0.5027441146342952,0.3554322891078459,d4c18444e6f0fc2aa92bf95b31b019a7,0.0,0.0,6,0.341,0,0.416,In for the kill,,185.208,,TRAWUJY128F9342A56
3301,SOODZXH12A8C13A7CC,103843,David Shrinks,ARHTP2H1187B9A9A7F,43.58915,Stickney,-98.44127,Migraine,,110.75873,9,0.777,-14.234,153.372,3,0.618,Baby Doll,,0.5141057427638225,0.3513334404884771,17fcc79993692c3a42996df33f66eb41,0.45,0.0,9,0.777,0,0.762,David Shrinks,,99.161,,TRAWUSX128F4288119
3302,SORTBWU12AB017CC09,536933,Voz Y Sentimiento,ARXB7B21187B98BEF0,,,,Marisela,,232.14975,10,0.675,-9.994,98.07,4,0.476,Decidete,,0.5706096582245511,0.3898771264212854,9b1eb58a2879ac55ca4b0f2d32d07fdc,0.369,0.0,10,0.675,1,0.643,Voz Y Sentimiento,0.21204540548371908,223.655,latin | pop,TRAWZLK128F930EC02
3303,SOHXUWV12A58A7B9A5,233908,Foreplay,ARDAE2T1187FB50796,,,,Mr. Sancho,,216.81587,10,0.32,-10.448,100.008,5,1.0,Slow Love,,0.5951007522677083,0.345015639014518,5efe9a61541e1c4821cc29f36af5ed3f,0.0,0.0,10,0.32,0,0.471,Foreplay,0.690317799750113,204.127,,TRAWZJW128F42297EE
3304,SOKXVWW12AB017BA92,386484,40 Greatest Hits,ARZZRK91187B9A5CA5,18.01571,Kingston Jamaica,-76.79731,Delroy Wilson,,191.73832,7,0.97,-8.814,142.066,4,0.0,Who Cares,1969,0.5834430235496894,0.3857876145843115,813bc075d3fa3bc9ffe68875ab8d50b9,0.243,0.0,7,0.97,1,0.831,40 Greatest Hits,0.49542150224657205,185.498,,TRAWZFC128F92E78EF
3305,SOSELXM12A6D4F8129,45957,Fuse_ The,ARGFFA01187B9A2D11,33.86404,Hermosa Beach CA,-118.39535,Pennywise,,154.85342,8,0.496,-5.573,201.566,4,0.0,Yell Out,2005,0.8169981890795497,0.5122291893908338,e3e9e2ee225ddde96a1fa8482f39b21a,0.0,0.0,8,0.496,1,0.545,Fuse_ The,0.7493135106199446,150.999,skate punk | rock | punk rock | melodic hardcore | american | rock and indie | punk | usa,TRAWZRG128F1489B24
